,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
0,Charlton,Man City,4,0,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,18.0,18.0,1.0,0.0,0.0,0.0,MMM,MMM,0,0,0.0
1,Chelsea,West Ham,4,2,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,5.0,9.0,1.0,-4.0,0.0,0.0,MMM,MMM,0,0,0.0
2,Coventry,Middlesbrough,1,3,A,0,0,0,0,0.0,0.0,M,M,M,M,M,M,14.0,12.0,1.0,2.0,0.0,0.0,MMM,MMM,0,0,0.0
3,Derby,Southampton,2,2,D,0,0,0,0,0.0,0.0,M,M,M,M,M,M,16.0,15.0,1.0,1.0,0.0,0.0,MMM,MMM,0,0,0.0
4,Leeds,Everton,2,0,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,3.0,13.0,1.0,-10.0,0.0,0.0,MMM,MMM,0,0,0.0
5,Leicester,Aston Villa,0,0,D,0,0,0,0,0.0,0.0,M,M,M,M,M,M,8.0,6.0,1.0,2.0,0.0,0.0,MMM,MMM,0,0,0.0
6,Liverpool,Bradford,1,0,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,4.0,17.0,1.0,-13.0,0.0,0.0,MMM,MMM,0,0,0.0
7,Sunderland,Arsenal,1,0,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,7.0,2.0,1.0,5.0,0.0,0.0,MMM,MMM,0,0,0.0
8,Tottenham,Ipswich,3,1,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,10.0,18.0,1.0,-8.0,0.0,0.0,MMM,MMM,0,0,0.0
9,Man United,Newcastle,2,0,H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,1.0,11.0,1.0,-10.0,0.0,0.0,MMM,MMM,0,0,0.0
10,Arsenal,Liverpool,2,0,H,0,1,1,0,0.0,1.5,L,M,M,W,M,M,2.0,4.0,2.0,-2.0,-0.5,0.5,LMM,WMM,0,3,-1.5
11,Bradford,Chelsea,2,0,H,0,4,1,2,0.0,1.5,L,M,M,W,M,M,17.0,5.0,2.0,12.0,-0.5,1.0,LMM,WMM,0,3,-1.5
12,Ipswich,Man United,1,1,D,1,2,3,0,0.0,1.5,L,M,M,W,M,M,18.0,1.0,2.0,17.0,-1.0,1.0,LMM,WMM,0,3,-1.5
13,Middlesbrough,Tottenham,1,1,D,3,3,1,1,1.5,1.5,W,M,M,W,M,M,12.0,10.0,2.0,2.0,1.0,1.0,WMM,WMM,3,3,0.0
14,Everton,Charlton,3,0,H,0,4,2,0,0.0,1.5,L,M,M,W,M,M,13.0,18.0,2.0,-5.0,-1.0,2.0,LMM,WMM,0,3,-1.5
15,Man City,Sunderland,4,2,H,0,1,4,0,0.0,1.5,L,M,M,W,M,M,18.0,7.0,2.0,11.0,-2.0,0.5,LMM,WMM,0,3,-1.5
16,Newcastle,Derby,3,2,H,0,2,2,2,0.0,0.5,L,M,M,D,M,M,11.0,16.0,2.0,-5.0,-1.0,0.0,LMM,DMM,0,1,-0.5
17,Southampton,Coventry,1,2,A,2,1,2,3,0.5,0.0,D,M,M,L,M,M,15.0,14.0,2.0,1.0,0.0,-1.0,DMM,LMM,1,0,0.5
18,West Ham,Leicester,0,1,A,2,0,4,0,0.0,0.5,L,M,M,D,M,M,9.0,8.0,2.0,1.0,-1.0,0.0,LMM,DMM,0,1,-0.5
19,Arsenal,Charlton,5,3,H,0,4,1,0,0.0,1.5,L,M,M,W,M,M,2.0,18.0,2.0,-16.0,-0.5,2.0,LMM,WMM,0,3,-1.5
20,Bradford,Leicester,0,0,D,2,1,1,0,1.0,1.3333333333333333,W,L,M,W,D,M,17.0,8.0,3.0,9.0,0.3333333333333333,0.3333333333333333,WLM,WDM,3,4,-0.3333333333333333
21,Everton,Derby,2,2,D,3,4,2,5,1.0,0.3333333333333333,W,L,M,L,D,M,13.0,16.0,3.0,-3.0,0.3333333333333333,-0.3333333333333333,WLM,LDM,3,1,0.6666666666666666
22,Ipswich,Sunderland,1,0,H,2,3,4,4,0.3333333333333333,1.0,D,L,M,L,W,M,18.0,7.0,3.0,11.0,-0.6666666666666666,-0.3333333333333333,DLM,LWM,1,3,-0.6666666666666666
23,Man City,Coventry,1,2,A,4,3,6,4,1.0,1.0,W,L,M,W,L,M,18.0,14.0,3.0,4.0,-0.6666666666666666,-0.3333333333333333,WLM,WLM,3,3,0.0
24,Middlesbrough,Leeds,1,2,A,4,4,2,1,1.3333333333333333,2.0,D,W,M,W,W,M,12.0,3.0,3.0,9.0,0.6666666666666666,1.0,DWM,WWM,4,6,-0.6666666666666666
25,Newcastle,Tottenham,2,0,H,3,4,4,2,1.0,1.3333333333333333,W,L,M,D,W,M,11.0,10.0,3.0,1.0,-0.3333333333333333,0.6666666666666666,WLM,DWM,3,4,-0.3333333333333333
26,Southampton,Liverpool,3,3,D,3,1,4,2,0.3333333333333333,1.0,L,D,M,L,W,M,15.0,4.0,3.0,11.0,-0.3333333333333333,-0.3333333333333333,LDM,LWM,1,3,-0.6666666666666666
27,West Ham,Man United,2,2,D,2,3,5,1,0.0,1.3333333333333333,L,L,M,D,W,M,9.0,1.0,3.0,8.0,-1.0,0.6666666666666666,LLM,DWM,0,4,-1.3333333333333333
28,Aston Villa,Chelsea,1,1,D,1,4,1,4,0.6666666666666666,1.0,D,D,M,L,W,M,6.0,5.0,3.0,1.0,0.0,0.0,DDM,LWM,2,3,-0.3333333333333333
29,Leeds,Man City,1,2,A,4,4,1,6,2.0,1.0,W,W,M,W,L,M,3.0,18.0,3.0,-15.0,1.0,-0.6666666666666666,WWM,WLM,6,3,1.0
30,Man United,Bradford,6,0,H,5,2,3,1,1.25,1.0,D,D,W,D,W,L,1.0,17.0,4.0,-16.0,0.5,0.25,DDW,DWL,5,4,0.25
31,Sunderland,West Ham,1,1,D,3,4,5,7,0.75,0.25,L,L,W,D,L,L,7.0,9.0,4.0,-2.0,-0.5,-0.75,LLW,DLL,3,1,0.5
32,Tottenham,Everton,3,2,H,4,5,4,4,1.0,1.0,L,D,W,D,W,L,10.0,13.0,4.0,-3.0,0.0,0.25,LDW,DWL,4,4,0.0
33,Charlton,Southampton,1,1,D,7,6,8,7,0.75,0.5,L,L,W,D,L,D,18.0,15.0,4.0,3.0,-0.25,-0.25,LLW,DLD,3,2,0.25
34,Chelsea,Arsenal,2,2,D,5,7,5,4,1.0,1.5,D,L,W,W,W,L,5.0,2.0,4.0,3.0,0.0,0.75,DLW,WWL,4,6,-0.5
35,Coventry,Newcastle,0,2,A,5,5,5,4,1.5,1.5,W,W,L,W,W,L,14.0,11.0,4.0,3.0,0.0,0.25,WWL,WWL,6,6,0.0
36,Derby,Middlesbrough,3,3,D,6,5,7,4,0.5,1.0,D,L,D,L,D,W,16.0,12.0,4.0,4.0,-0.25,0.25,DLD,LDW,2,4,-0.5
37,Leicester,Ipswich,2,1,H,1,3,0,4,1.25,1.0,D,W,D,W,D,L,8.0,18.0,4.0,-10.0,0.25,-0.25,DWD,WDL,5,4,0.25
38,Liverpool,Aston Villa,3,1,H,4,2,5,4,1.0,0.5,D,L,W,L,D,D,4.0,6.0,4.0,-2.0,-0.25,-0.5,DLW,LDD,4,2,0.5
39,Bradford,Arsenal,1,1,D,2,7,1,4,1.0,1.5,D,W,L,W,W,L,17.0,2.0,4.0,15.0,0.25,0.75,DWL,WWL,4,6,-0.5
40,Coventry,Leeds,0,0,D,5,5,7,3,1.2,1.4,L,W,W,D,L,W,14.0,3.0,5.0,11.0,-0.4,0.4,LWW,DLW,6,4,0.4
41,Ipswich,Aston Villa,1,2,A,4,4,6,5,0.8,1.0,L,W,D,W,L,D,18.0,6.0,5.0,12.0,-0.4,-0.2,LWD,WLD,4,4,0.0
42,Leicester,Southampton,1,0,H,3,7,1,8,1.6,0.6,W,D,W,D,D,L,8.0,15.0,5.0,-7.0,0.4,-0.2,WDW,DDL,7,2,1.0
43,Liverpool,Man City,3,2,H,7,7,6,9,1.4,1.2,W,D,L,W,L,W,4.0,18.0,5.0,-14.0,0.2,-0.4,WDL,WLW,4,6,-0.4
44,Man United,Sunderland,3,0,H,11,4,3,6,1.6,0.8,W,D,D,D,L,L,1.0,7.0,5.0,-6.0,1.6,-0.4,WDD,DLL,5,1,0.8
45,Middlesbrough,Everton,1,2,A,8,7,7,7,1.0,0.8,D,L,D,L,D,W,12.0,13.0,5.0,-1.0,0.2,0.0,DLD,LDW,2,4,-0.4
46,Newcastle,Chelsea,0,0,D,7,7,4,7,1.8,1.0,W,W,W,D,D,L,11.0,5.0,5.0,6.0,0.6,0.0,WWW,DDL,9,2,1.4
47,Derby,Charlton,2,2,D,9,8,10,9,0.6,0.8,D,D,L,D,L,L,16.0,18.0,5.0,-2.0,-0.2,-0.2,DDL,DLL,2,1,0.2
48,Tottenham,West Ham,1,0,H,7,5,6,8,1.4,0.4,W,L,D,D,D,L,10.0,9.0,5.0,1.0,0.2,-0.6,WLD,DDL,4,2,0.4
49,Arsenal,Coventry,2,1,H,9,5,6,7,1.4,1.2,D,W,W,L,W,W,2.0,14.0,5.0,-12.0,0.6,-0.4,DWW,LWW,7,6,0.2
50,Aston Villa,Bradford,2,0,H,6,3,5,8,1.3333333333333333,0.8333333333333334,W,W,L,D,L,D,6.0,17.0,6.0,-11.0,0.16666666666666666,-0.8333333333333334,WWL,DLD,6,2,0.6666666666666666
51,Charlton,Tottenham,1,0,H,10,8,11,6,0.8333333333333334,1.6666666666666667,D,D,L,W,W,L,18.0,10.0,6.0,8.0,-0.16666666666666666,0.3333333333333333,DDL,WWL,2,6,-0.6666666666666666
52,Everton,Man United,1,3,A,9,14,8,3,1.1666666666666667,1.8333333333333333,W,L,D,W,W,D,13.0,1.0,6.0,12.0,0.16666666666666666,1.8333333333333333,WLD,WWD,4,7,-0.5
53,Leeds,Ipswich,1,2,A,6,5,5,8,1.1666666666666667,0.6666666666666666,L,D,L,L,L,W,3.0,18.0,6.0,-15.0,0.16666666666666666,-0.5,LDL,LLW,1,3,-0.3333333333333333
54,Southampton,Newcastle,2,0,H,7,7,9,4,0.5,1.6666666666666667,L,D,D,D,W,W,15.0,11.0,6.0,4.0,-0.3333333333333333,0.5,LDD,DWW,2,7,-0.8333333333333334
55,Sunderland,Derby,2,1,H,4,11,9,12,0.6666666666666666,0.6666666666666666,L,D,L,D,D,D,7.0,16.0,6.0,-9.0,-0.8333333333333334,-0.16666666666666666,LDL,DDD,1,3,-0.3333333333333333
56,Chelsea,Leicester,0,2,A,7,4,7,1,1.0,1.8333333333333333,D,D,D,W,W,D,5.0,8.0,6.0,-3.0,0.0,0.5,DDD,WWD,3,7,-0.6666666666666666
57,Man City,Middlesbrough,1,1,D,9,9,12,9,1.0,0.8333333333333334,L,W,L,L,D,L,18.0,12.0,6.0,6.0,-0.5,0.0,LWL,LDL,3,1,0.3333333333333333
58,West Ham,Liverpool,1,1,D,5,10,9,8,0.3333333333333333,1.6666666666666667,L,D,D,W,W,D,9.0,4.0,6.0,5.0,-0.6666666666666666,0.3333333333333333,LDD,WWD,2,7,-0.8333333333333334
59,Bradford,Southampton,0,1,A,3,7,8,9,0.8333333333333334,0.5,D,L,D,L,D,D,17.0,15.0,6.0,2.0,-0.8333333333333334,-0.3333333333333333,DLD,LDD,2,2,0.0
60,Coventry,West Ham,0,3,A,6,6,9,10,1.0,0.42857142857142855,L,D,L,D,L,D,14.0,9.0,7.0,5.0,-0.42857142857142855,-0.5714285714285714,LDL,DLD,1,2,-0.14285714285714285
61,Derby,Leeds,1,1,D,12,7,14,6,0.5714285714285714,1.1428571428571428,L,D,D,D,L,D,16.0,3.0,7.0,13.0,-0.2857142857142857,0.14285714285714285,LDD,DLD,2,2,0.0
62,Ipswich,Arsenal,1,1,D,7,12,9,8,1.0,1.5714285714285714,W,L,L,W,D,D,18.0,2.0,7.0,16.0,-0.2857142857142857,0.5714285714285714,WLL,WDD,3,5,-0.2857142857142857
63,Liverpool,Sunderland,1,1,D,11,6,9,10,1.5714285714285714,1.0,D,W,W,W,L,D,4.0,7.0,7.0,-3.0,0.2857142857142857,-0.5714285714285714,DWW,WLD,7,4,0.42857142857142855
64,Man United,Chelsea,3,3,D,17,7,4,9,2.0,0.8571428571428571,W,W,W,L,D,D,1.0,5.0,7.0,-4.0,1.8571428571428572,-0.2857142857142857,WWW,LDD,9,2,1.0
65,Middlesbrough,Aston Villa,1,1,D,10,7,10,6,0.8571428571428571,1.2857142857142858,D,L,D,D,W,W,12.0,6.0,7.0,6.0,0.0,0.14285714285714285,DLD,DWW,2,7,-0.7142857142857143
66,Newcastle,Charlton,0,1,A,7,11,6,11,1.4285714285714286,1.1428571428571428,L,D,W,W,D,D,11.0,18.0,7.0,-7.0,0.14285714285714285,0.0,LDW,WDD,4,5,-0.14285714285714285
67,Tottenham,Man City,0,0,D,8,10,7,13,1.4285714285714286,1.0,L,W,W,D,L,W,10.0,18.0,7.0,-8.0,0.14285714285714285,-0.42857142857142855,LWW,DLW,6,4,0.2857142857142857
68,Leicester,Everton,1,1,D,6,10,1,11,2.0,1.0,W,W,W,L,W,L,8.0,13.0,7.0,-5.0,0.7142857142857143,-0.14285714285714285,WWW,LWL,9,3,0.8571428571428571
69,Aston Villa,Derby,4,1,H,7,12,6,14,1.2857142857142858,0.5714285714285714,D,W,W,L,D,D,6.0,16.0,7.0,-10.0,0.14285714285714285,-0.2857142857142857,DWW,LDD,7,2,0.7142857142857143
70,Charlton,Coventry,2,2,D,12,6,11,12,1.375,0.875,W,W,D,L,L,D,18.0,14.0,8.0,4.0,0.125,-0.75,WWD,LLD,7,1,0.75
71,Everton,Ipswich,0,3,A,11,8,12,10,1.0,1.0,D,L,W,D,W,L,13.0,18.0,8.0,-5.0,-0.125,-0.25,DLW,DWL,4,4,0.0
72,Leeds,Tottenham,4,3,H,11,8,9,7,1.375,1.375,W,D,L,D,L,W,3.0,10.0,8.0,-7.0,0.25,0.125,WDL,DLW,4,4,0.0
73,Man City,Newcastle,0,1,A,10,7,13,7,1.0,1.25,D,D,L,L,L,D,18.0,11.0,8.0,7.0,-0.375,0.0,DDL,LLD,2,1,0.125
74,Southampton,Middlesbrough,1,3,A,10,11,9,11,1.125,0.875,W,W,L,D,D,L,15.0,12.0,8.0,3.0,0.125,0.0,WWL,DDL,6,2,0.5
75,West Ham,Bradford,1,1,D,9,3,10,11,0.75,0.625,W,D,L,L,L,D,9.0,17.0,8.0,-8.0,-0.125,-1.0,WDL,LLD,4,1,0.375
76,Arsenal,Man United,1,0,H,13,20,9,7,1.5,1.875,D,W,D,D,W,W,2.0,1.0,8.0,1.0,0.5,1.625,DWD,DWW,5,7,-0.25
77,Chelsea,Liverpool,3,0,H,10,12,12,10,0.875,1.5,D,L,D,D,D,W,5.0,4.0,8.0,1.0,-0.25,0.25,DLD,DDW,2,5,-0.375
78,Sunderland,Leicester,0,0,D,7,7,11,2,1.0,1.875,D,W,L,D,W,W,7.0,8.0,8.0,-1.0,-0.5,0.625,DWL,DWW,4,7,-0.375
79,Arsenal,Aston Villa,1,0,H,13,11,9,7,1.5,1.5,D,W,D,W,D,W,2.0,6.0,8.0,-4.0,0.5,0.5,DWD,WDW,5,7,-0.25
80,Coventry,Tottenham,2,1,H,8,11,14,11,0.8888888888888888,1.2222222222222223,D,L,L,L,D,L,14.0,10.0,9.0,4.0,-0.6666666666666666,0.0,DLL,LDL,1,1,0.0
81,Everton,Southampton,1,1,D,11,11,15,12,0.8888888888888888,1.0,L,D,L,L,W,W,13.0,15.0,9.0,-2.0,-0.4444444444444444,-0.1111111111111111,LDL,LWW,1,6,-0.5555555555555556
82,Ipswich,West Ham,1,1,D,11,10,10,11,1.2222222222222223,0.7777777777777778,W,D,W,D,W,D,18.0,9.0,9.0,9.0,0.1111111111111111,-0.1111111111111111,WDW,DWD,7,5,0.2222222222222222
83,Leeds,Charlton,3,1,H,14,14,10,13,1.5555555555555556,1.3333333333333333,W,W,D,D,W,W,3.0,18.0,9.0,-15.0,0.4444444444444444,0.1111111111111111,WWD,DWW,7,7,0.0
84,Leicester,Man United,0,3,A,7,20,2,8,1.7777777777777777,1.6666666666666667,D,D,W,L,D,W,8.0,1.0,9.0,7.0,0.5555555555555556,1.3333333333333333,DDW,LDW,5,4,0.1111111111111111
85,Man City,Bradford,2,0,H,10,4,14,12,0.8888888888888888,0.6666666666666666,L,D,D,D,L,L,18.0,17.0,9.0,1.0,-0.4444444444444444,-0.8888888888888888,LDD,DLL,2,1,0.1111111111111111
86,Sunderland,Chelsea,1,0,H,7,13,11,12,1.0,1.1111111111111112,D,D,W,W,D,L,7.0,5.0,9.0,2.0,-0.4444444444444444,0.1111111111111111,DDW,WDL,5,4,0.1111111111111111
87,Derby,Liverpool,0,4,A,14,12,19,13,0.5555555555555556,1.3333333333333333,L,D,L,L,D,D,16.0,4.0,9.0,12.0,-0.5555555555555556,-0.1111111111111111,LDL,LDD,1,2,-0.1111111111111111
88,Middlesbrough,Newcastle,1,3,A,14,8,12,7,1.1111111111111112,1.4444444444444444,W,D,D,W,L,L,12.0,11.0,9.0,1.0,0.2222222222222222,0.1111111111111111,WDD,WLL,5,3,0.2222222222222222
89,Bradford,Ipswich,0,2,A,4,11,12,10,0.6666666666666666,1.2222222222222223,D,L,L,W,D,W,17.0,18.0,9.0,-1.0,-0.8888888888888888,0.1111111111111111,DLL,WDW,1,7,-0.6666666666666666
90,Charlton,Middlesbrough,1,0,H,15,15,16,15,1.2,1.0,L,D,W,L,W,D,18.0,12.0,10.0,6.0,-0.1,0.0,LDW,LWD,4,4,0.0
91,Chelsea,Coventry,6,1,H,13,10,13,15,1.0,1.1,L,W,D,W,D,L,5.0,14.0,10.0,-9.0,0.0,-0.5,LWD,WDL,4,4,0.0
92,Liverpool,Leicester,1,0,H,16,7,13,5,1.5,1.6,W,L,D,L,D,D,4.0,8.0,10.0,-4.0,0.3,0.2,WLD,LDD,4,2,0.2
93,Man United,Leeds,3,0,H,23,14,8,13,1.8,1.4,W,L,D,L,W,W,1.0,3.0,10.0,-2.0,1.5,0.1,WLD,LWW,4,6,-0.2
94,Newcastle,Everton,0,1,A,11,12,8,16,1.6,0.9,W,W,L,D,L,D,11.0,13.0,10.0,-2.0,0.3,-0.4,WWL,DLD,6,2,0.4
95,Tottenham,Derby,3,1,H,12,14,13,23,1.1,0.5,L,L,D,L,L,D,10.0,16.0,10.0,-6.0,-0.1,-0.9,LLD,LLD,1,1,0.0
96,West Ham,Arsenal,1,2,A,11,15,12,9,0.8,1.8,D,D,W,W,W,D,9.0,2.0,10.0,7.0,-0.1,0.6,DDW,WWD,5,7,-0.2
97,Aston Villa,Sunderland,0,0,D,11,8,8,11,1.3,1.2,D,L,W,W,D,D,6.0,7.0,10.0,-1.0,0.3,-0.3,DLW,WDD,4,5,-0.1
98,Southampton,Man City,0,2,A,12,12,13,14,1.0,1.1,D,L,W,W,L,D,15.0,18.0,10.0,-3.0,-0.1,-0.2,DLW,WLD,4,4,0.0
99,Arsenal,Man City,5,0,H,15,12,9,14,1.8,1.1,W,W,D,W,L,D,2.0,18.0,10.0,-16.0,0.6,-0.2,WWD,WLD,7,4,0.3
100,Aston Villa,Charlton,2,1,H,13,16,9,16,1.4545454545454546,1.3636363636363635,W,D,L,W,L,D,6.0,18.0,11.0,-12.0,0.36363636363636365,0.0,WDL,WLD,4,4,0.0
101,Chelsea,Tottenham,3,0,H,19,15,14,14,1.1818181818181819,1.2727272727272727,W,L,W,W,L,L,5.0,10.0,11.0,-5.0,0.45454545454545453,0.09090909090909091,WLW,WLL,6,3,0.2727272727272727
102,Ipswich,Middlesbrough,2,1,H,14,15,11,16,1.3636363636363635,0.9090909090909091,W,D,W,L,L,W,18.0,12.0,11.0,6.0,0.2727272727272727,-0.09090909090909091,WDW,LLW,7,3,0.36363636363636365
103,Leicester,Derby,2,1,H,7,15,6,26,1.4545454545454546,0.45454545454545453,L,L,D,L,L,L,8.0,16.0,11.0,-8.0,0.09090909090909091,-1.0,LLD,LLL,1,0,0.09090909090909091
104,Man United,Southampton,5,0,H,26,12,8,15,1.9090909090909092,0.9090909090909091,W,W,L,L,D,L,1.0,15.0,11.0,-14.0,1.6363636363636365,-0.2727272727272727,WWL,LDL,6,1,0.45454545454545453
105,Sunderland,Coventry,1,0,H,8,11,11,21,1.1818181818181819,1.0,D,W,D,L,W,D,7.0,14.0,11.0,-7.0,-0.2727272727272727,-0.9090909090909091,DWD,LWD,5,4,0.09090909090909091
106,West Ham,Newcastle,1,0,H,12,11,14,9,0.7272727272727273,1.4545454545454546,L,D,D,L,W,W,9.0,11.0,11.0,-2.0,-0.18181818181818182,0.18181818181818182,LDD,LWW,2,6,-0.36363636363636365
107,Bradford,Leeds,1,1,D,4,15,16,14,0.5454545454545454,1.3636363636363635,L,L,D,D,L,W,17.0,3.0,11.0,14.0,-1.0909090909090908,0.09090909090909091,LLD,DLW,1,4,-0.2727272727272727
108,Liverpool,Everton,3,1,H,17,13,13,16,1.6363636363636365,1.0909090909090908,W,W,L,W,D,L,4.0,13.0,11.0,-9.0,0.36363636363636365,-0.2727272727272727,WWL,WDL,6,4,0.18181818181818182
109,Charlton,Bradford,2,0,H,16,4,16,16,1.3636363636363635,0.5454545454545454,W,L,D,L,L,D,18.0,17.0,11.0,1.0,0.0,-1.0909090909090908,WLD,LLD,4,1,0.2727272727272727
110,Coventry,Man United,1,2,A,11,31,22,8,0.9166666666666666,2.0,L,L,W,W,W,W,14.0,1.0,12.0,13.0,-0.9166666666666666,1.9166666666666667,LLW,WWW,3,9,-0.5
111,Leeds,Liverpool,4,3,H,19,20,17,14,1.5,1.75,W,D,L,W,W,W,3.0,4.0,12.0,-1.0,0.16666666666666666,0.5,WDL,WWW,4,9,-0.4166666666666667
112,Man City,Leicester,0,1,A,14,9,19,7,1.1666666666666667,1.5833333333333333,L,W,W,W,L,L,18.0,8.0,12.0,10.0,-0.4166666666666667,0.16666666666666666,LWW,WLL,6,3,0.25
113,Middlesbrough,Arsenal,0,1,A,16,22,18,10,0.8333333333333334,2.0,L,L,L,W,W,W,12.0,2.0,12.0,10.0,-0.16666666666666666,1.0,LLL,WWW,0,9,-0.75
114,Newcastle,Ipswich,2,1,H,11,16,10,12,1.3333333333333333,1.5,L,L,W,W,W,D,11.0,18.0,12.0,-7.0,0.08333333333333333,0.3333333333333333,LLW,WWD,3,7,-0.3333333333333333
115,Southampton,Chelsea,3,2,H,12,22,20,14,0.8333333333333334,1.3333333333333333,L,L,D,W,W,L,15.0,5.0,12.0,10.0,-0.6666666666666666,0.6666666666666666,LLD,WWL,1,6,-0.4166666666666667
116,Tottenham,Sunderland,2,1,H,15,9,17,11,1.1666666666666667,1.3333333333333333,L,W,L,W,D,W,10.0,7.0,12.0,3.0,-0.16666666666666666,-0.16666666666666666,LWL,WDW,3,7,-0.3333333333333333
117,Everton,Aston Villa,0,1,A,14,14,19,9,1.0,1.5833333333333333,L,W,D,W,W,D,13.0,6.0,12.0,7.0,-0.4166666666666667,0.4166666666666667,LWD,WWD,4,7,-0.25
118,Derby,West Ham,0,0,D,16,13,28,14,0.4166666666666667,0.9166666666666666,L,L,L,W,L,D,16.0,9.0,12.0,7.0,-1.0,-0.08333333333333333,LLL,WLD,0,4,-0.3333333333333333
119,Arsenal,Derby,0,0,D,22,16,10,28,2.0,0.4166666666666667,W,W,W,L,L,L,2.0,16.0,12.0,-14.0,1.0,-1.0,WWW,LLL,9,0,0.75
120,Aston Villa,Tottenham,2,0,H,16,17,9,18,1.6923076923076923,1.3076923076923077,W,W,W,W,L,W,6.0,10.0,13.0,-4.0,0.5384615384615384,-0.07692307692307693,WWW,WLW,9,6,0.23076923076923078
121,Bradford,Everton,0,1,A,5,14,19,20,0.5384615384615384,0.9230769230769231,L,D,L,L,L,W,17.0,13.0,13.0,4.0,-1.0769230769230769,-0.46153846153846156,LDL,LLW,1,3,-0.15384615384615385
122,Ipswich,Charlton,2,0,H,17,19,14,18,1.3846153846153846,1.3846153846153846,L,W,W,W,L,W,18.0,18.0,13.0,0.0,0.23076923076923078,0.07692307692307693,LWW,WLW,6,6,0.0
123,Leicester,Newcastle,1,1,D,10,13,7,11,1.6923076923076923,1.4615384615384615,W,W,L,W,L,L,8.0,11.0,13.0,-3.0,0.23076923076923078,0.15384615384615385,WWL,WLL,6,3,0.23076923076923078
124,Man United,Middlesbrough,2,1,H,33,16,9,19,2.076923076923077,0.7692307692307693,W,W,W,L,L,L,1.0,12.0,13.0,-11.0,1.8461538461538463,-0.23076923076923078,WWW,LLL,9,0,0.6923076923076923
125,Sunderland,Southampton,2,2,D,10,15,13,22,1.2307692307692308,1.0,L,W,D,W,L,L,7.0,15.0,13.0,-8.0,-0.23076923076923078,-0.5384615384615384,LWD,WLL,4,3,0.07692307692307693
126,West Ham,Man City,4,1,H,13,14,14,20,0.9230769230769231,1.0769230769230769,D,W,L,L,L,W,9.0,18.0,13.0,-9.0,-0.07692307692307693,-0.46153846153846156,DWL,LLW,4,3,0.07692307692307693
127,Chelsea,Leeds,1,1,D,24,20,17,18,1.2307692307692308,1.4615384615384615,L,W,W,D,W,D,5.0,3.0,13.0,2.0,0.5384615384615384,0.15384615384615385,LWW,DWD,6,5,0.07692307692307693
128,Liverpool,Coventry,4,1,H,23,12,18,24,1.6153846153846154,0.8461538461538461,L,W,W,L,L,L,4.0,14.0,13.0,-10.0,0.38461538461538464,-0.9230769230769231,LWW,LLL,6,0,0.46153846153846156
129,Charlton,Chelsea,2,0,H,19,24,18,17,1.3846153846153846,1.2307692307692308,W,L,W,L,W,W,18.0,5.0,13.0,13.0,0.07692307692307693,0.5384615384615384,WLW,LWW,6,6,0.0
130,Derby,Bradford,2,0,H,16,5,28,20,0.5,0.5,D,D,L,L,L,D,16.0,17.0,14.0,-1.0,-0.8571428571428571,-1.0714285714285714,DDL,LLD,2,1,0.07142857142857142
131,Everton,Arsenal,2,0,H,15,23,20,10,1.0714285714285714,2.0,W,L,L,D,W,W,13.0,2.0,14.0,11.0,-0.35714285714285715,0.9285714285714286,WLL,DWW,3,7,-0.2857142857142857
132,Leeds,West Ham,0,1,A,20,17,19,15,1.3571428571428572,1.0714285714285714,L,D,W,W,D,W,3.0,9.0,14.0,-6.0,0.07142857142857142,0.14285714285714285,LDW,WDW,4,7,-0.21428571428571427
133,Man City,Man United,0,1,A,15,35,24,10,1.0,2.142857142857143,L,L,L,W,W,W,18.0,1.0,14.0,17.0,-0.6428571428571429,1.7857142857142858,LLL,WWW,0,9,-0.6428571428571429
134,Middlesbrough,Leicester,0,3,A,17,11,21,8,0.7142857142857143,1.6428571428571428,L,L,L,D,W,W,12.0,8.0,14.0,4.0,-0.2857142857142857,0.21428571428571427,LLL,DWW,0,7,-0.5
135,Newcastle,Sunderland,1,2,A,14,12,12,15,1.4285714285714286,1.2142857142857142,D,W,L,D,L,W,11.0,7.0,14.0,4.0,0.14285714285714285,-0.21428571428571427,DWL,DLW,4,4,0.0
136,Southampton,Aston Villa,2,0,H,17,16,24,11,1.0,1.5714285714285714,D,W,L,L,W,W,15.0,6.0,14.0,9.0,-0.5,0.35714285714285715,DWL,LWW,4,6,-0.14285714285714285
137,Tottenham,Liverpool,2,1,H,17,27,20,19,1.2142857142857142,1.7142857142857142,L,W,L,W,L,W,10.0,4.0,14.0,6.0,-0.21428571428571427,0.5714285714285714,LWL,WLW,3,6,-0.21428571428571427
