,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
3156,Blackburn,Chelsea,0,2,A,13,27,20,4,1.0833333333333333,2.1666666666666665,D,L,D,W,W,L,7.0,2.0,12.0,5.0,-0.5833333333333334,1.9166666666666667,DLD,WWL,2,6,-0.3333333333333333
3157,Fulham,Newcastle,2,1,H,10,14,10,18,1.1666666666666667,1.0,W,L,W,W,W,L,17.0,12.0,12.0,5.0,0.0,-0.3333333333333333,WLW,WWL,6,6,0.0
3158,Man City,Tottenham,1,2,A,23,13,18,17,1.0833333333333333,0.75,L,L,W,W,D,W,9.0,11.0,12.0,-2.0,0.4166666666666667,-0.3333333333333333,LLW,WDW,3,7,-0.3333333333333333
3159,Arsenal,Aston Villa,0,2,A,23,19,12,14,1.6666666666666667,1.6666666666666667,L,D,W,L,W,W,3.0,6.0,12.0,-3.0,0.9166666666666666,0.4166666666666667,LDW,LWW,4,6,-0.16666666666666666
3160,Blackburn,Sunderland,1,2,A,13,10,22,18,1.0,0.9230769230769231,L,D,L,L,L,L,7.0,15.0,13.0,-8.0,-0.6923076923076923,-0.6153846153846154,LDL,LLL,1,0,0.07692307692307693
3161,Bolton,Liverpool,0,2,A,11,19,13,8,1.0769230769230769,2.230769230769231,W,W,L,W,L,W,16.0,4.0,13.0,12.0,-0.15384615384615385,0.8461538461538461,WWL,WLW,6,6,0.0
3162,Fulham,Tottenham,2,1,H,12,15,11,18,1.3076923076923077,0.9230769230769231,W,W,L,W,W,D,17.0,11.0,13.0,6.0,0.07692307692307693,-0.23076923076923078,WWL,WWD,6,7,-0.07692307692307693
3163,Man United,Stoke,5,0,H,25,13,10,19,1.8461538461538463,1.0769230769230769,W,L,W,D,W,W,1.0,18.0,13.0,-17.0,1.1538461538461537,-0.46153846153846156,WLW,DWW,6,7,-0.07692307692307693
3164,Newcastle,Wigan,2,2,D,15,13,20,16,0.9230769230769231,0.9230769230769231,L,W,W,D,W,L,12.0,14.0,13.0,-2.0,-0.38461538461538464,-0.23076923076923078,LWW,DWL,6,4,0.15384615384615385
3165,West Brom,Chelsea,0,3,A,10,29,21,4,0.8461538461538461,2.230769230769231,L,D,L,W,W,W,18.0,2.0,13.0,16.0,-0.8461538461538461,1.9230769230769231,LDL,WWW,1,9,-0.6153846153846154
3166,West Ham,Portsmouth,0,0,D,16,13,22,18,1.0,1.3076923076923077,L,D,L,W,L,L,10.0,8.0,13.0,2.0,-0.46153846153846156,-0.38461538461538464,LDL,WLL,1,3,-0.15384615384615385
3167,Everton,Middlesbrough,1,1,D,18,13,20,17,1.3846153846153846,1.3076923076923077,W,W,W,W,D,W,5.0,13.0,13.0,-8.0,-0.15384615384615385,-0.3076923076923077,WWW,WDW,9,7,0.15384615384615385
3168,Hull,Man City,2,2,D,17,24,19,20,1.5384615384615385,1.0,L,L,L,L,L,L,18.0,9.0,13.0,9.0,-0.15384615384615385,0.3076923076923077,LLL,LLL,0,0,0.0
3169,Aston Villa,Man United,0,0,D,20,25,16,10,1.5384615384615385,1.8461538461538463,L,L,W,W,L,W,6.0,1.0,13.0,5.0,0.3076923076923077,1.1538461538461537,LLW,WLW,3,6,-0.23076923076923078
3170,Chelsea,Newcastle,0,0,D,32,17,4,22,2.2857142857142856,0.9285714285714286,W,W,W,D,L,W,2.0,12.0,14.0,-10.0,2.0,-0.35714285714285715,WWW,DLW,9,4,0.35714285714285715
3171,Liverpool,Fulham,0,0,D,21,12,8,11,2.2857142857142856,1.2857142857142858,W,W,L,D,W,W,4.0,17.0,14.0,-13.0,0.9285714285714286,0.07142857142857142,WWL,DWW,6,7,-0.07142857142857142
3172,Man City,Arsenal,3,0,H,26,25,22,15,1.0,1.6428571428571428,D,L,L,L,W,L,9.0,3.0,14.0,6.0,0.2857142857142857,0.7142857142857143,DLL,LWL,1,3,-0.14285714285714285
3173,Middlesbrough,Bolton,1,3,A,14,11,18,15,1.2857142857142858,1.0,D,W,D,L,W,W,13.0,16.0,14.0,-3.0,-0.2857142857142857,-0.2857142857142857,DWD,LWW,5,6,-0.07142857142857142
3174,Portsmouth,Hull,2,2,D,13,19,18,21,1.2857142857142858,1.5,D,W,L,D,L,L,8.0,18.0,14.0,-10.0,-0.35714285714285715,-0.14285714285714285,DWL,DLL,4,1,0.21428571428571427
3175,Stoke,West Brom,1,0,H,13,10,24,24,1.0,0.7857142857142857,L,D,W,L,L,D,18.0,18.0,14.0,0.0,-0.7857142857142857,-1.0,LDW,LLD,4,1,0.21428571428571427
3176,Sunderland,West Ham,0,1,A,12,16,19,22,1.0714285714285714,1.0,W,L,L,D,L,D,15.0,10.0,14.0,5.0,-0.5,-0.42857142857142855,WLL,DLD,3,2,0.07142857142857142
3177,Tottenham,Blackburn,1,0,H,16,14,20,24,0.8571428571428571,0.9285714285714286,L,W,W,L,L,D,11.0,7.0,14.0,4.0,-0.2857142857142857,-0.7142857142857143,LWW,LLD,6,1,0.35714285714285715
3178,Wigan,Everton,1,0,H,15,19,18,21,0.9285714285714286,1.3571428571428572,D,D,W,D,W,W,14.0,5.0,14.0,9.0,-0.21428571428571427,-0.14285714285714285,DDW,DWW,5,7,-0.14285714285714285
3179,Aston Villa,Fulham,0,0,D,22,12,16,11,1.6428571428571428,1.2857142857142858,W,L,L,D,W,W,6.0,17.0,14.0,-11.0,0.42857142857142855,0.07142857142857142,WLL,DWW,3,7,-0.2857142857142857
3180,Middlesbrough,Newcastle,0,0,D,15,17,21,22,1.2,0.9333333333333333,L,D,W,D,D,L,13.0,12.0,15.0,1.0,-0.4,-0.3333333333333333,LDW,DDL,4,2,0.13333333333333333
3181,Stoke,Hull,1,1,D,14,21,24,23,1.1333333333333333,1.4666666666666666,W,L,D,D,D,L,18.0,18.0,15.0,0.0,-0.6666666666666666,-0.13333333333333333,WLD,DDL,4,2,0.13333333333333333
3182,Sunderland,Bolton,1,4,A,12,14,20,16,1.0,1.1333333333333333,L,W,L,W,L,W,15.0,16.0,15.0,-1.0,-0.5333333333333333,-0.13333333333333333,LWL,WLW,3,6,-0.2
3183,Wigan,West Brom,2,1,H,16,10,18,25,1.0666666666666667,0.7333333333333333,W,D,D,L,L,L,14.0,18.0,15.0,-4.0,-0.13333333333333333,-1.0,WDD,LLL,5,0,0.3333333333333333
3184,Chelsea,Arsenal,1,2,A,32,25,4,18,2.2,1.5333333333333334,D,W,W,L,L,W,2.0,3.0,15.0,-1.0,1.8666666666666667,0.4666666666666667,DWW,LLW,7,3,0.26666666666666666
3185,Man City,Man United,0,1,A,29,26,22,10,1.1333333333333333,1.8666666666666667,W,D,L,W,D,W,9.0,1.0,15.0,8.0,0.4666666666666667,1.0666666666666667,WDL,WDW,4,7,-0.2
3186,Portsmouth,Blackburn,3,2,H,15,14,20,25,1.2666666666666666,0.8666666666666667,D,D,W,L,L,L,8.0,7.0,15.0,1.0,-0.3333333333333333,-0.7333333333333333,DDW,LLL,5,0,0.3333333333333333
3187,Tottenham,Everton,0,1,A,17,19,20,22,1.0,1.2666666666666666,W,L,W,L,D,W,11.0,5.0,15.0,6.0,-0.2,-0.2,WLW,LDW,6,4,0.13333333333333333
3188,Liverpool,West Ham,0,0,D,21,17,8,22,2.2,1.1333333333333333,D,W,W,W,D,L,4.0,10.0,15.0,-6.0,0.8666666666666667,-0.3333333333333333,DWW,WDL,7,4,0.2
3189,Arsenal,Wigan,1,0,H,25,16,18,18,1.5333333333333334,1.0666666666666667,L,L,W,W,D,D,3.0,14.0,15.0,-11.0,0.4666666666666667,-0.13333333333333333,LLW,WDD,3,5,-0.13333333333333333
3190,Blackburn,Liverpool,1,3,A,16,21,28,8,0.8125,2.125,L,L,L,D,D,W,7.0,4.0,16.0,3.0,-0.75,0.8125,LLL,DDW,0,5,-0.3125
3191,Bolton,Chelsea,0,2,A,18,33,17,6,1.25,2.0625,W,W,L,L,D,W,16.0,2.0,16.0,14.0,0.0625,1.6875,WWL,LDW,6,4,0.125
3192,Fulham,Man City,1,1,D,13,29,12,23,1.25,1.0625,D,D,D,L,W,D,17.0,9.0,16.0,8.0,0.0625,0.375,DDD,LWD,3,4,-0.0625
3193,Hull,Middlesbrough,2,1,H,22,15,24,21,1.4375,1.1875,D,D,D,D,L,D,18.0,13.0,16.0,5.0,-0.125,-0.375,DDD,DLD,3,2,0.0625
3194,Man United,Sunderland,1,0,H,27,13,10,24,1.9375,0.9375,W,W,D,L,L,W,1.0,15.0,16.0,-14.0,1.0625,-0.6875,WWD,LLW,7,3,0.25
3195,Newcastle,Stoke,2,2,D,17,15,22,25,0.9375,1.125,D,D,D,D,W,L,12.0,18.0,16.0,-6.0,-0.3125,-0.625,DDD,DWL,3,4,-0.0625
3196,Everton,Aston Villa,2,3,A,20,22,22,16,1.375,1.5625,W,L,D,D,D,W,5.0,6.0,16.0,-1.0,-0.125,0.375,WLD,DDW,4,5,-0.0625
3197,West Brom,Portsmouth,1,1,D,11,18,27,22,0.6875,1.375,L,L,L,W,D,D,18.0,8.0,16.0,10.0,-1.0,-0.25,LLL,WDD,0,5,-0.3125
3198,West Ham,Tottenham,0,2,A,17,17,22,21,1.125,0.9375,D,W,D,L,W,L,10.0,11.0,16.0,-1.0,-0.3125,-0.25,DWD,LWL,5,3,0.125
3199,Aston Villa,Bolton,4,2,H,22,18,16,17,1.5625,1.25,D,D,W,W,W,L,6.0,16.0,16.0,-10.0,0.375,0.0625,DDW,WWL,5,6,-0.0625
3200,Liverpool,Hull,2,2,D,24,24,9,25,2.176470588235294,1.5294117647058822,W,D,D,W,D,D,4.0,18.0,17.0,-14.0,0.8823529411764706,-0.058823529411764705,WDD,WDD,5,5,0.0
3201,Man City,Everton,0,1,A,30,22,24,25,1.0588235294117647,1.2941176470588236,D,L,W,L,W,L,9.0,5.0,17.0,4.0,0.35294117647058826,-0.17647058823529413,DLW,LWL,4,3,0.058823529411764705
3202,Middlesbrough,Arsenal,1,1,D,16,28,23,19,1.1176470588235294,1.7058823529411764,L,D,L,W,W,L,13.0,3.0,17.0,10.0,-0.4117647058823529,0.5294117647058824,LDL,WWL,1,6,-0.29411764705882354
3203,Stoke,Fulham,0,0,D,17,13,27,12,1.1176470588235294,1.2352941176470589,D,D,W,D,D,D,18.0,17.0,17.0,1.0,-0.5882352941176471,0.058823529411764705,DDW,DDD,5,3,0.11764705882352941
3204,Sunderland,West Brom,4,0,H,13,12,25,28,0.8823529411764706,0.7058823529411765,L,L,L,D,L,L,15.0,18.0,17.0,-3.0,-0.7058823529411765,-0.9411764705882353,LLL,DLL,0,1,-0.058823529411764705
3205,Tottenham,Man United,0,0,D,19,27,21,10,1.0588235294117647,1.8823529411764706,W,L,W,D,W,W,11.0,1.0,17.0,10.0,-0.11764705882352941,1.0,WLW,DWW,6,7,-0.058823529411764705
3206,Wigan,Blackburn,3,0,H,18,17,20,31,1.1176470588235294,0.7647058823529411,L,W,W,L,L,L,14.0,7.0,17.0,7.0,-0.11764705882352941,-0.8235294117647058,LWW,LLL,6,0,0.35294117647058826
3207,Chelsea,West Ham,1,1,D,35,17,6,24,2.1176470588235294,1.0588235294117647,W,L,D,L,D,W,2.0,10.0,17.0,-8.0,1.7058823529411764,-0.4117647058823529,WLD,LDW,4,4,0.0
3208,Portsmouth,Newcastle,0,3,A,19,19,23,24,1.3529411764705883,0.9411764705882353,D,W,D,D,D,D,8.0,12.0,17.0,-4.0,-0.23529411764705882,-0.29411764705882354,DWD,DDD,5,3,0.11764705882352941
3209,Blackburn,Stoke,3,0,H,17,17,31,27,0.7647058823529411,1.1176470588235294,L,L,L,D,D,W,7.0,18.0,17.0,-11.0,-0.8235294117647058,-0.5882352941176471,LLL,DDW,0,5,-0.29411764705882354
3210,Bolton,Portsmouth,2,1,H,20,19,23,26,1.1111111111111112,1.2777777777777777,L,L,W,L,D,W,16.0,8.0,18.0,8.0,-0.16666666666666666,-0.3888888888888889,LLW,LDW,3,4,-0.05555555555555555
3211,Fulham,Middlesbrough,3,0,H,16,17,12,24,1.3333333333333333,1.1111111111111112,W,D,D,D,L,D,17.0,13.0,18.0,4.0,0.2222222222222222,-0.3888888888888889,WDD,DLD,5,2,0.16666666666666666
3212,Hull,Sunderland,1,4,A,26,17,27,25,1.5,1.0,D,W,D,W,L,L,18.0,15.0,18.0,3.0,-0.05555555555555555,-0.4444444444444444,DWD,WLL,5,3,0.1111111111111111
3213,West Ham,Aston Villa,0,1,A,18,29,25,20,1.0555555555555556,1.7222222222222223,D,L,D,W,W,D,10.0,6.0,18.0,4.0,-0.3888888888888889,0.5,DLD,WWD,2,7,-0.2777777777777778
3214,Arsenal,Liverpool,1,1,D,29,26,20,11,1.6666666666666667,2.111111111111111,D,W,W,D,W,D,3.0,4.0,18.0,-1.0,0.5,0.8333333333333334,DWW,DWD,7,5,0.1111111111111111
3215,Newcastle,Tottenham,2,1,H,22,19,24,21,1.0555555555555556,1.0555555555555556,W,D,D,D,W,L,12.0,11.0,18.0,1.0,-0.1111111111111111,-0.1111111111111111,WDD,DWL,5,4,0.05555555555555555
3216,West Brom,Man City,2,1,H,12,30,32,25,0.6666666666666666,1.0,L,D,L,L,D,L,18.0,9.0,18.0,9.0,-1.1111111111111112,0.2777777777777778,LDL,LDL,1,1,0.0
3217,Everton,Chelsea,0,0,D,23,36,25,7,1.3888888888888888,2.0555555555555554,W,L,W,D,W,L,5.0,2.0,18.0,3.0,-0.1111111111111111,1.6111111111111112,WLW,DWL,6,4,0.1111111111111111
3218,Aston Villa,Arsenal,2,2,D,29,29,20,20,1.7222222222222223,1.6666666666666667,W,W,D,D,W,W,6.0,3.0,18.0,3.0,0.5,0.5,WWD,DWW,7,7,0.0
3219,Chelsea,West Brom,2,0,H,36,12,7,32,2.0555555555555554,0.6666666666666666,D,W,L,L,D,L,2.0,18.0,18.0,-16.0,1.6111111111111112,-1.1111111111111112,DWL,LDL,4,1,0.16666666666666666
3220,Liverpool,Bolton,3,0,H,27,22,12,24,2.0526315789473686,1.2105263157894737,D,D,W,W,L,L,4.0,16.0,19.0,-12.0,0.7894736842105263,-0.10526315789473684,DDW,WLL,5,3,0.10526315789473684
3221,Man City,Hull,5,1,H,31,27,27,31,0.9473684210526315,1.4210526315789473,L,L,D,L,D,W,9.0,18.0,19.0,-9.0,0.21052631578947367,-0.21052631578947367,LLD,LDW,1,4,-0.15789473684210525
3222,Middlesbrough,Everton,0,1,A,17,23,27,25,1.0526315789473684,1.368421052631579,L,D,L,D,W,L,13.0,5.0,19.0,8.0,-0.5263157894736842,-0.10526315789473684,LDL,DWL,1,4,-0.15789473684210525
3223,Portsmouth,West Ham,1,4,A,20,18,28,26,1.2105263157894737,1.0,L,L,D,L,D,L,8.0,10.0,19.0,-2.0,-0.42105263157894735,-0.42105263157894735,LLD,LDL,1,1,0.0
3224,Stoke,Man United,0,1,A,17,29,30,10,1.0526315789473684,2.0,L,D,D,W,W,D,18.0,1.0,19.0,17.0,-0.6842105263157895,1.0,LDD,WWD,2,7,-0.2631578947368421
3225,Sunderland,Blackburn,0,0,D,21,20,26,34,1.105263157894737,0.8421052631578947,W,W,L,W,L,L,15.0,7.0,19.0,8.0,-0.2631578947368421,-0.7368421052631579,WWL,WLL,6,3,0.15789473684210525
3226,Tottenham,Fulham,0,0,D,20,16,23,12,1.0,1.3157894736842106,L,D,W,D,W,D,11.0,17.0,19.0,-6.0,-0.15789473684210525,0.21052631578947367,LDW,DWD,4,5,-0.05263157894736842
3227,Wigan,Newcastle,2,1,H,23,24,21,25,1.3157894736842106,1.1578947368421053,W,W,L,W,W,D,14.0,12.0,19.0,2.0,0.10526315789473684,-0.05263157894736842,WWL,WWD,6,7,-0.05263157894736842
3228,Arsenal,Portsmouth,1,0,H,30,20,21,28,1.631578947368421,1.2105263157894737,D,D,W,L,L,D,3.0,8.0,19.0,-5.0,0.47368421052631576,-0.42105263157894735,DDW,LLD,5,1,0.21052631578947367
3229,Blackburn,Man City,2,2,D,20,31,34,27,0.8421052631578947,0.9473684210526315,W,L,L,L,L,D,7.0,9.0,19.0,-2.0,-0.7368421052631579,0.21052631578947367,WLL,LLD,3,1,0.10526315789473684
3230,Bolton,Wigan,0,1,A,22,24,27,21,1.15,1.4,L,W,L,W,W,W,16.0,14.0,20.0,2.0,-0.25,0.15,LWL,WWW,3,9,-0.3
3231,Everton,Sunderland,3,0,H,24,21,25,26,1.45,1.1,W,D,W,D,W,W,5.0,15.0,20.0,-10.0,-0.05,-0.25,WDW,DWW,7,7,0.0
3232,Fulham,Chelsea,2,2,D,18,38,14,7,1.3,2.05,D,D,W,W,D,D,17.0,2.0,20.0,15.0,0.2,1.55,DDW,WDD,5,5,0.0
3233,Newcastle,Liverpool,1,5,A,25,30,27,12,1.1,2.1,L,W,W,W,D,D,12.0,4.0,20.0,8.0,-0.1,0.9,LWW,WDD,6,5,0.05
3234,West Brom,Tottenham,2,0,H,14,20,35,23,0.75,1.0,L,W,L,D,L,D,18.0,11.0,20.0,7.0,-1.05,-0.15,LWL,DLD,3,2,0.05
3235,West Ham,Stoke,2,1,H,22,17,27,31,1.1,1.0,W,L,D,L,L,D,10.0,18.0,20.0,-8.0,-0.25,-0.7,WLD,LLD,4,1,0.15
3236,Man United,Middlesbrough,1,0,H,32,17,10,28,2.05,1.0,W,W,W,L,L,D,1.0,13.0,20.0,-12.0,1.1,-0.55,WWW,LLD,9,1,0.4
3237,Hull,Aston Villa,0,1,A,28,32,36,22,1.35,1.75,L,L,D,D,W,W,18.0,6.0,20.0,12.0,-0.4,0.5,LLD,DWW,1,7,-0.3
3238,Arsenal,Bolton,1,0,H,32,22,23,27,1.6,1.15,D,D,D,L,W,L,3.0,16.0,20.0,-13.0,0.45,-0.25,DDD,LWL,3,3,0.0
3239,Aston Villa,West Brom,2,1,H,32,14,22,35,1.75,0.75,D,W,W,L,W,L,6.0,18.0,20.0,-12.0,0.5,-1.05,DWW,LWL,7,3,0.2
3240,Everton,Hull,2,0,H,27,28,25,37,1.5238095238095237,1.2857142857142858,W,W,D,L,L,L,5.0,18.0,21.0,-13.0,0.09523809523809523,-0.42857142857142855,WWD,LLL,7,0,0.3333333333333333
3241,Middlesbrough,Sunderland,1,1,D,17,21,29,29,0.9523809523809523,1.0476190476190477,L,L,L,L,D,W,13.0,15.0,21.0,-2.0,-0.5714285714285714,-0.38095238095238093,LLL,LDW,0,4,-0.19047619047619047
3242,Newcastle,West Ham,2,2,D,26,24,32,28,1.0476190476190477,1.1904761904761905,L,L,W,W,W,L,12.0,10.0,21.0,2.0,-0.2857142857142857,-0.19047619047619047,LLW,WWL,3,6,-0.14285714285714285
3243,Stoke,Liverpool,0,0,D,18,35,33,13,0.9523809523809523,2.142857142857143,L,L,L,W,W,D,18.0,4.0,21.0,14.0,-0.7142857142857143,1.0476190476190477,LLL,WWD,0,7,-0.3333333333333333
3244,Man United,Chelsea,3,0,H,33,40,10,9,2.0952380952380953,2.0,W,W,W,D,W,D,1.0,2.0,21.0,-1.0,1.0952380952380953,1.4761904761904763,WWW,DWD,9,5,0.19047619047619047
3245,Wigan,Tottenham,1,0,H,25,20,21,25,1.4761904761904763,0.9523809523809523,W,W,W,L,D,L,14.0,11.0,21.0,3.0,0.19047619047619047,-0.23809523809523808,WWW,LDL,9,1,0.38095238095238093
3246,Man United,Wigan,1,0,H,33,25,10,21,2.0952380952380953,1.4761904761904763,W,W,W,W,W,W,1.0,14.0,21.0,-13.0,1.0952380952380953,0.19047619047619047,WWW,WWW,9,9,0.0
3247,Blackburn,Newcastle,3,0,H,22,26,36,32,0.8571428571428571,1.0476190476190477,D,D,W,L,L,W,7.0,12.0,21.0,-5.0,-0.6666666666666666,-0.2857142857142857,DDW,LLW,5,3,0.09523809523809523
3248,Bolton,Man United,0,1,A,22,33,28,10,1.0952380952380953,2.0952380952380953,L,L,W,W,W,W,16.0,1.0,21.0,15.0,-0.2857142857142857,1.0952380952380953,LLW,WWW,3,9,-0.2857142857142857
3249,Chelsea,Stoke,2,1,H,40,18,9,33,2.0,0.9523809523809523,D,W,D,L,L,L,2.0,18.0,21.0,-16.0,1.4761904761904763,-0.7142857142857143,DWD,LLL,5,0,0.23809523809523808
3250,Hull,Arsenal,1,3,A,28,34,39,23,1.2272727272727273,1.7272727272727273,L,L,L,W,W,D,18.0,3.0,22.0,15.0,-0.5,0.5,LLL,WWD,0,7,-0.3181818181818182
3251,Man City,Wigan,1,0,H,39,25,30,22,1.1363636363636365,1.4090909090909092,W,D,W,L,W,W,9.0,14.0,22.0,-5.0,0.4090909090909091,0.13636363636363635,WDW,LWW,7,6,0.045454545454545456
3252,Sunderland,Aston Villa,1,2,A,22,35,30,23,1.0454545454545454,1.8636363636363635,D,L,D,W,W,D,15.0,6.0,22.0,9.0,-0.36363636363636365,0.5454545454545454,DLD,WWD,2,7,-0.22727272727272727
3253,West Brom,Middlesbrough,3,0,H,17,18,37,30,0.8181818181818182,0.9545454545454546,L,W,L,D,L,L,18.0,13.0,22.0,5.0,-0.9090909090909091,-0.5454545454545454,LWL,DLL,3,1,0.09090909090909091
3254,Tottenham,Portsmouth,1,1,D,20,22,26,34,0.9090909090909091,1.0909090909090908,L,L,D,D,L,L,11.0,8.0,22.0,3.0,-0.2727272727272727,-0.5454545454545454,LLD,DLL,1,1,0.0
3255,West Ham,Fulham,3,1,H,26,19,30,18,1.1818181818181819,1.1818181818181819,D,W,W,L,L,D,10.0,17.0,22.0,-7.0,-0.18181818181818182,0.045454545454545456,DWW,LLD,7,1,0.2727272727272727
3256,Liverpool,Everton,1,1,D,35,29,13,25,2.090909090909091,1.5909090909090908,D,W,W,W,W,W,4.0,5.0,22.0,-1.0,1.0,0.18181818181818182,DWW,WWW,7,9,-0.09090909090909091
3257,Portsmouth,Aston Villa,0,1,A,22,35,34,23,1.0909090909090908,1.8636363636363635,D,L,L,W,W,D,8.0,6.0,22.0,2.0,-0.5454545454545454,0.5454545454545454,DLL,WWD,1,7,-0.2727272727272727
3258,Sunderland,Fulham,1,0,H,22,19,30,18,1.0454545454545454,1.1818181818181819,D,L,D,L,L,D,15.0,17.0,22.0,-2.0,-0.36363636363636365,0.045454545454545456,DLD,LLD,2,1,0.045454545454545456
3259,Tottenham,Stoke,3,1,H,20,18,26,33,0.9090909090909091,0.9545454545454546,L,L,D,D,L,L,11.0,18.0,22.0,-7.0,-0.2727272727272727,-0.6818181818181818,LLD,DLL,1,1,0.0
3260,West Brom,Man United,0,5,A,20,39,37,10,0.9130434782608695,2.1739130434782608,W,L,W,W,W,W,18.0,1.0,23.0,17.0,-0.7391304347826086,1.2608695652173914,WLW,WWW,6,9,-0.13043478260869565
3261,Blackburn,Bolton,2,2,D,27,22,38,30,0.9565217391304348,1.0,D,W,D,L,L,L,7.0,16.0,23.0,-9.0,-0.4782608695652174,-0.34782608695652173,DWD,LLL,5,0,0.21739130434782608
3262,Chelsea,Middlesbrough,2,0,H,42,18,13,33,1.9565217391304348,0.9130434782608695,W,L,D,L,D,L,2.0,13.0,23.0,-11.0,1.2608695652173914,-0.6521739130434783,WLD,LDL,4,1,0.13043478260869565
3263,Everton,Arsenal,1,1,D,30,37,26,24,1.565217391304348,1.7826086956521738,D,W,W,W,W,W,5.0,3.0,23.0,2.0,0.17391304347826086,0.5652173913043478,DWW,WWW,7,9,-0.08695652173913043
3264,Man City,Newcastle,2,1,H,41,28,31,37,1.2173913043478262,1.0,W,W,D,L,D,L,9.0,12.0,23.0,-3.0,0.43478260869565216,-0.391304347826087,WWD,LDL,7,1,0.2608695652173913
3265,West Ham,Hull,2,0,H,29,29,31,42,1.2608695652173914,1.173913043478261,W,D,W,L,L,L,10.0,18.0,23.0,-8.0,-0.08695652173913043,-0.5652173913043478,WDW,LLL,7,0,0.30434782608695654
3266,Wigan,Liverpool,1,1,D,25,36,23,14,1.3478260869565217,2.0434782608695654,L,L,W,D,D,W,14.0,4.0,23.0,10.0,0.08695652173913043,0.9565217391304348,LLW,DDW,3,5,-0.08695652173913043
3267,Arsenal,West Ham,0,0,D,37,29,24,31,1.7826086956521738,1.2608695652173914,W,W,W,W,D,W,3.0,10.0,23.0,-7.0,0.5652173913043478,-0.08695652173913043,WWW,WDW,9,7,0.08695652173913043
3268,Aston Villa,Wigan,0,0,D,37,25,24,23,1.9130434782608696,1.3478260869565217,W,W,W,L,L,W,6.0,14.0,23.0,-8.0,0.5652173913043478,0.08695652173913043,WWW,LLW,9,3,0.2608695652173913
3269,Bolton,Tottenham,3,2,H,22,21,30,27,1.0,0.9130434782608695,L,L,L,D,L,L,16.0,11.0,23.0,5.0,-0.34782608695652173,-0.2608695652173913,LLL,DLL,0,1,-0.043478260869565216
3270,Fulham,Portsmouth,3,1,H,22,23,19,38,1.25,1.0,D,W,L,L,L,D,17.0,8.0,24.0,9.0,0.125,-0.625,DWL,LLD,4,1,0.125
3271,Hull,West Brom,2,2,D,29,20,44,42,1.125,0.875,L,L,L,L,W,L,18.0,18.0,24.0,0.0,-0.625,-0.9166666666666666,LLL,LWL,0,3,-0.125
3272,Man United,Everton,1,0,H,40,31,10,27,2.2083333333333335,1.5416666666666667,W,W,W,D,D,W,1.0,5.0,24.0,-4.0,1.25,0.16666666666666666,WWW,DDW,9,5,0.16666666666666666
3273,Middlesbrough,Blackburn,0,0,D,18,27,35,38,0.875,0.9583333333333334,L,L,D,D,D,W,13.0,7.0,24.0,6.0,-0.7083333333333334,-0.4583333333333333,LLD,DDW,1,5,-0.16666666666666666
3274,Stoke,Man City,1,0,H,20,41,38,32,0.875,1.1666666666666667,L,L,D,L,W,W,18.0,9.0,24.0,9.0,-0.75,0.375,LLD,LWW,1,6,-0.20833333333333334
3275,Liverpool,Chelsea,2,0,H,37,44,15,13,2.0,2.0,D,D,D,W,W,L,4.0,2.0,24.0,2.0,0.9166666666666666,1.2916666666666667,DDD,WWL,3,6,-0.125
3276,Newcastle,Sunderland,1,1,D,29,24,39,32,0.9583333333333334,1.0833333333333333,L,L,D,W,L,D,12.0,15.0,24.0,-3.0,-0.4166666666666667,-0.3333333333333333,LLD,WLD,1,4,-0.125
3277,Blackburn,Aston Villa,0,2,A,27,38,38,24,0.9583333333333334,1.9583333333333333,D,D,W,W,W,W,7.0,6.0,24.0,1.0,-0.4583333333333333,0.5833333333333334,DDW,WWW,5,9,-0.16666666666666666
3278,Chelsea,Hull,0,0,D,44,29,13,44,2.0,1.125,W,W,L,L,L,L,2.0,18.0,24.0,-16.0,1.2916666666666667,-0.625,WWL,LLL,6,0,0.25
3279,Everton,Bolton,3,0,H,31,24,27,32,1.5416666666666667,1.0,D,D,W,D,L,L,5.0,16.0,24.0,-11.0,0.16666666666666666,-0.3333333333333333,DDW,DLL,5,1,0.16666666666666666
3280,Man City,Middlesbrough,1,0,H,42,18,32,35,1.24,0.88,W,L,W,D,L,L,9.0,13.0,25.0,-4.0,0.4,-0.68,WLW,DLL,6,1,0.2
3281,Portsmouth,Liverpool,2,3,A,25,39,41,15,0.96,2.04,L,L,L,W,D,D,8.0,4.0,25.0,4.0,-0.64,0.96,LLL,WDD,0,5,-0.2
3282,Sunderland,Stoke,2,0,H,25,21,33,38,1.08,0.96,D,W,L,W,L,L,15.0,18.0,25.0,-3.0,-0.32,-0.68,DWL,WLL,4,3,0.04
3283,West Brom,Newcastle,2,3,A,22,30,44,40,0.88,0.96,D,L,W,D,L,L,18.0,12.0,25.0,6.0,-0.88,-0.4,DLW,DLL,4,1,0.12
